OrderID,OrderDate,CustomerName,Region,SalesChannel,ProductCategory,ProductName,Quantity,UnitPrice,DiscountPercent,DiscountAmount,NetTotal,PaymentMethod,SalesRep,CustomerRating
ORD10377,2025-05-02,Sneha Desai,North,Online,Furniture,Office Chair,6,832.92,0.0,0.0,4997.52,Cash,Manoj Tiwari,4
ORD10378,2025-05-03,James Taylor,North,Online,Groceries,Olive Oil,1,103.94,15.0,15.59,88.35,PayPal,Kiran Desai,5
ORD10379,2025-05-03,Sanjay Kumar,East,Phone,Sports,Yoga Mat,2,1342.36,15.0,402.71,2282.01,Debit Card,Deepa Rao,4
ORD10380,2025-05-03,Sneha Desai,North,Phone,Furniture,Dining Table,8,748.08,0.0,0.0,5984.64,Credit Card,Manoj Tiwari,5
ORD10381,2025-05-05,Michael Brown,South,In-Store,Clothing,Dress,5,648.04,0.0,0.0,3240.2,Debit Card,Anjali Nair,2
ORD10382,2025-05-05,John Smith,South,Phone,Sports,Dumbbells,5,446.71,10.0,223.35,2010.2,Credit Card,Deepa Rao,5
ORD10383,2025-05-06,David Wilson,East,Phone,Clothing,Jeans,2,1781.86,10.0,356.37,3207.35,PayPal,Kiran Desai,5
ORD10384,2025-05-06,Sophia White,South,In-Store,Groceries,Rice Bag,4,790.47,20.0,632.38,2529.5,Debit Card,Deepa Rao,2
ORD10385,2025-05-06,John Smith,North,Online,Sports,Tennis Racket,7,622.54,10.0,435.78,3922.0,Debit Card,Vijay Anand,5
ORD10386,2025-05-07,Rahul Chatterjee,West,Online,Sports,Dumbbells,7,1702.65,15.0,1787.78,10130.77,Bank Transfer,Manoj Tiwari,3
ORD10387,2025-05-07,Meera Iyer,Central,Online,Sports,Yoga Mat,3,782.8,5.0,117.42,2230.98,Bank Transfer,Ravi Kumar,5
ORD10388,2025-05-07,Sanjay Kumar,East,In-Store,Clothing,Jeans,3,1284.77,15.0,578.15,3276.16,Credit Card,Deepa Rao,3
ORD10389,2025-05-08,Ananya Singh,Central,In-Store,Furniture,Sofa,6,305.62,5.0,91.69,1742.03,Bank Transfer,Vijay Anand,5
ORD10390,2025-05-08,Rohan Mehta,South,Phone,Furniture,Office Chair,9,1353.0,0.0,0.0,12177.0,Debit Card,Sunita Rao,5
ORD10391,2025-05-08,Daniel Thomas,South,Online,Groceries,Olive Oil,4,37.04,0.0,0.0,148.16,Debit Card,Sunita Rao,3
ORD10392,2025-05-08,Amit Malhotra,West,In-Store,Furniture,Dining Table,5,271.4,20.0,271.4,1085.6,Bank Transfer,Arun Prasad,4
ORD10393,2025-05-09,Daniel Thomas,South,In-Store,Furniture,Bookshelf,8,333.42,20.0,533.47,2133.89,Credit Card,Kiran Desai,4
ORD10394,2025-05-10,Kavya Menon,East,In-Store,Electronics,Smartwatch,7,859.23,15.0,902.19,5112.42,PayPal,Kiran Desai,4
ORD10395,2025-05-10,John Smith,East,In-Store,Electronics,Smartwatch,1,1873.53,20.0,374.71,1498.82,Bank Transfer,Manoj Tiwari,3
ORD10396,2025-05-10,Pooja Reddy,West,In-Store,Groceries,Chocolate Box,3,1457.59,20.0,874.55,3498.22,Cash,Suresh Babu,4
ORD10397,2025-05-11,Riya Chawla,South,In-Store,Electronics,Headphones,6,724.69,0.0,0.0,4348.14,Credit Card,Manoj Tiwari,5
ORD10398,2025-05-11,Riya Chawla,East,In-Store,Furniture,Bookshelf,1,1334.48,0.0,0.0,1334.48,Credit Card,Manoj Tiwari,5
ORD10399,2025-05-12,Aarav Sharma,South,Online,Groceries,Coffee,5,971.52,10.0,485.76,4371.84,Credit Card,Kiran Desai,5
ORD10400,2025-05-12,Sneha Desai,North,In-Store,Clothing,Sneakers,7,1267.89,0.0,0.0,8875.23,Debit Card,Pallavi Shah,4
ORD10401,2025-05-12,Priya Patel,Central,Online,Clothing,Jeans,6,14.74,5.0,4.42,84.02,PayPal,Pallavi Shah,5
ORD10402,2025-05-13,Olivia Anderson,South,In-Store,Clothing,Dress,9,677.0,5.0,304.65,5788.35,PayPal,Pallavi Shah,4
ORD10403,2025-05-13,Karan Verma,West,Phone,Groceries,Cereal,4,778.25,0.0,0.0,3113.0,PayPal,Suresh Babu,3
ORD10404,2025-05-14,Olivia Anderson,West,Phone,Sports,Running Shoes,2,98.71,0.0,0.0,197.42,Credit Card,Suresh Babu,4
ORD10405,2025-05-14,Aditya Bose,Central,Phone,Groceries,Olive Oil,1,1654.28,10.0,165.43,1488.85,Cash,Kiran Desai,4
ORD10406,2025-05-14,Daniel Thomas,North,Phone,Electronics,Laptop,5,1462.38,0.0,0.0,7311.9,PayPal,Manoj Tiwari,4
ORD10407,2025-05-14,David Wilson,East,In-Store,Groceries,Chocolate Box,4,440.79,15.0,264.47,1498.69,Cash,Sunita Rao,5
ORD10408,2025-05-14,Sanjay Kumar,West,Phone,Clothing,T-Shirt,1,606.28,20.0,121.26,485.02,Bank Transfer,Deepa Rao,4
ORD10409,2025-05-14,Neha Joshi,Central,Phone,Electronics,Monitor,9,1063.2,0.0,0.0,9568.8,Debit Card,Suresh Babu,4
ORD10410,2025-05-14,Nikhil Bansal,West,Online,Clothing,Jacket,2,1123.08,15.0,336.92,1909.24,PayPal,Deepa Rao,1
ORD10411,2025-05-14,Laura Martinez,North,In-Store,Groceries,Chocolate Box,6,577.19,0.0,0.0,3463.14,Credit Card,Deepa Rao,5
ORD10412,2025-05-15,Rohan Mehta,East,Online,Groceries,Olive Oil,5,1820.89,0.0,0.0,9104.45,Cash,Kiran Desai,5
ORD10413,2025-05-15,Kavya Menon,North,In-Store,Furniture,Bookshelf,8,1499.57,0.0,0.0,11996.56,Bank Transfer,Deepa Rao,3
ORD10414,2025-05-15,Ananya Singh,North,Online,Groceries,Rice Bag,8,52.07,0.0,0.0,416.56,PayPal,Vijay Anand,2
ORD10415,2025-05-15,Vikram Rao,South,Phone,Furniture,Dining Table,9,1972.83,5.0,887.77,16867.7,Debit Card,Sunita Rao,5
ORD10416,2025-05-16,Arjun Nair,East,Phone,Electronics,Smartphone,8,1348.67,0.0,0.0,10789.36,Bank Transfer,Vijay Anand,3
ORD10417,2025-05-16,John Smith,West,In-Store,Groceries,Cereal,7,963.89,20.0,1349.45,5397.78,PayPal,Manoj Tiwari,3
ORD10418,2025-05-16,Arjun Nair,West,Online,Clothing,Jacket,6,1531.71,0.0,0.0,9190.26,PayPal,Manoj Tiwari,2
ORD10419,2025-05-17,Aarav Sharma,West,In-Store,Groceries,Cereal,9,1171.23,15.0,1581.16,8959.91,Cash,Pallavi Shah,4
ORD10420,2025-05-18,John Smith,North,In-Store,Sports,Tennis Racket,6,92.1,20.0,110.52,442.08,Cash,Sunita Rao,5
ORD10421,2025-05-18,Priya Patel,South,In-Store,Electronics,Smartphone,4,1538.99,10.0,615.6,5540.36,Bank Transfer,Suresh Babu,4
ORD10422,2025-05-18,Priya Patel,North,Online,Electronics,Smartwatch,4,226.86,0.0,0.0,907.44,Cash,Deepa Rao,5
ORD10423,2025-05-19,Rahul Chatterjee,North,In-Store,Groceries,Olive Oil,1,733.63,20.0,146.73,586.9,Bank Transfer,Anjali Nair,5
ORD10424,2025-05-19,Rahul Chatterjee,South,In-Store,Clothing,T-Shirt,5,425.51,10.0,212.75,1914.8,Bank Transfer,Suresh Babu,4
ORD10425,2025-05-19,Arjun Nair,South,Online,Groceries,Chocolate Box,2,1100.91,0.0,0.0,2201.82,Bank Transfer,Arun Prasad,4
ORD10426,2025-05-19,Sneha Desai,East,In-Store,Groceries,Rice Bag,4,1298.67,5.0,259.73,4934.95,Cash,Manoj Tiwari,5
ORD10427,2025-05-19,Olivia Anderson,West,In-Store,Sports,Bicycle,5,1807.09,0.0,0.0,9035.45,Cash,Vijay Anand,3
ORD10428,2025-05-20,Pooja Reddy,East,Online,Groceries,Rice Bag,7,1013.64,5.0,354.77,6740.71,Bank Transfer,Anjali Nair,5
ORD10429,2025-05-20,Neha Joshi,West,Online,Electronics,Smartwatch,9,227.63,0.0,0.0,2048.67,PayPal,Arun Prasad,4
ORD10430,2025-05-20,Sophia White,West,In-Store,Clothing,Jeans,5,1596.99,0.0,0.0,7984.95,PayPal,Anjali Nair,3
ORD10431,2025-05-20,Nikhil Bansal,Central,Online,Electronics,Tablet,9,1753.83,10.0,1578.45,14206.02,Cash,Manoj Tiwari,5
ORD10432,2025-05-21,Aarav Sharma,East,In-Store,Furniture,Dining Table,2,354.53,15.0,106.36,602.7,Cash,Pallavi Shah,2
ORD10433,2025-05-21,David Wilson,West,In-Store,Electronics,Smartwatch,1,888.61,0.0,0.0,888.61,Cash,Deepa Rao,2
ORD10434,2025-05-21,Neha Joshi,North,Online,Furniture,Dining Table,6,242.95,0.0,0.0,1457.7,Cash,Arun Prasad,5
ORD10435,2025-05-22,Aditya Bose,South,In-Store,Groceries,Coffee,8,1730.8,10.0,1384.64,12461.76,Credit Card,Kiran Desai,4
ORD10436,2025-05-22,Rahul Chatterjee,North,Phone,Groceries,Cereal,8,651.65,20.0,1042.64,4170.56,PayPal,Kiran Desai,5
ORD10437,2025-05-22,David Wilson,Central,In-Store,Groceries,Coffee,2,458.58,0.0,0.0,917.16,PayPal,Pallavi Shah,4
ORD10438,2025-05-24,Kavya Menon,West,Phone,Furniture,Sofa,6,585.13,0.0,0.0,3510.78,Credit Card,Manoj Tiwari,4
ORD10439,2025-05-25,David Wilson,Central,In-Store,Clothing,Jeans,3,130.9,0.0,0.0,392.7,Bank Transfer,Sunita Rao,4
ORD10440,2025-05-25,Ananya Singh,East,Phone,Sports,Dumbbells,4,273.19,10.0,109.28,983.48,PayPal,Anjali Nair,1
ORD10441,2025-05-25,Nikhil Bansal,West,Online,Furniture,Office Chair,8,65.62,0.0,0.0,524.96,Credit Card,Manoj Tiwari,5
ORD10442,2025-05-25,Sanjay Kumar,West,In-Store,Groceries,Chocolate Box,1,750.21,5.0,37.51,712.7,PayPal,Pallavi Shah,4
ORD10443,2025-05-25,Sanjay Kumar,West,In-Store,Electronics,Headphones,7,1919.35,10.0,1343.55,12091.9,Cash,Deepa Rao,3
ORD10444,2025-05-26,Vikram Rao,West,In-Store,Furniture,Desk,1,500.69,0.0,0.0,500.69,Debit Card,Anjali Nair,4
ORD10445,2025-05-26,Daniel Thomas,North,Phone,Electronics,Monitor,2,1824.86,15.0,547.46,3102.26,Debit Card,Deepa Rao,5
ORD10446,2025-05-26,Rahul Chatterjee,Central,In-Store,Clothing,Sneakers,7,10.75,0.0,0.0,75.25,Bank Transfer,Deepa Rao,5
ORD10447,2025-05-26,Arjun Nair,West,Phone,Groceries,Olive Oil,8,1117.7,0.0,0.0,8941.6,Debit Card,Manoj Tiwari,4
ORD10448,2025-05-26,John Smith,East,Online,Electronics,Monitor,5,106.45,15.0,79.84,452.41,PayPal,Anjali Nair,4
ORD10449,2025-05-27,Ishita Gupta,West,Online,Electronics,Monitor,9,737.72,0.0,0.0,6639.48,Bank Transfer,Ravi Kumar,5
ORD10450,2025-05-27,Sarah Davis,West,In-Store,Electronics,Smartwatch,3,1717.12,20.0,1030.27,4121.09,PayPal,Deepa Rao,5
ORD10451,2025-05-27,Rahul Chatterjee,South,Phone,Electronics,Headphones,4,1733.76,5.0,346.75,6588.29,PayPal,Suresh Babu,5
ORD10452,2025-05-27,Neha Joshi,Central,Phone,Clothing,Jeans,4,294.93,0.0,0.0,1179.72,Bank Transfer,Sunita Rao,4
ORD10453,2025-05-28,Laura Martinez,East,In-Store,Electronics,Smartwatch,2,849.96,0.0,0.0,1699.92,Cash,Manoj Tiwari,3
ORD10454,2025-05-29,Priya Patel,North,Phone,Groceries,Cereal,8,744.13,0.0,0.0,5953.04,Credit Card,Kiran Desai,2
ORD10455,2025-05-30,Meera Iyer,North,Online,Groceries,Cereal,4,108.06,20.0,86.45,345.79,Credit Card,Arun Prasad,4
ORD10456,2025-05-30,Pooja Reddy,Central,Phone,Electronics,Headphones,5,1439.44,0.0,0.0,7197.2,Credit Card,Vijay Anand,5
ORD10457,2025-05-30,Priya Patel,West,Online,Electronics,Smartwatch,3,1613.36,0.0,0.0,4840.08,Debit Card,Suresh Babu,5
ORD10458,2025-05-30,Rahul Chatterjee,South,In-Store,Clothing,Dress,6,409.25,5.0,122.78,2332.72,Credit Card,Ravi Kumar,1
ORD10459,2025-05-31,Daniel Thomas,East,Phone,Clothing,Sneakers,8,367.85,0.0,0.0,2942.8,PayPal,Anjali Nair,5
ORD10460,2025-05-31,Meera Iyer,Central,In-Store,Clothing,Dress,8,1971.68,20.0,3154.69,12618.75,Credit Card,Arun Prasad,5
ORD10461,2025-06-01,Olivia Anderson,West,Online,Sports,Running Shoes,9,1239.08,0.0,0.0,11151.72,Cash,Ravi Kumar,3
ORD10462,2025-06-01,Sophia White,East,Phone,Sports,Yoga Mat,4,543.47,0.0,0.0,2173.88,Credit Card,Anjali Nair,5
ORD10463,2025-06-01,Rohan Mehta,West,In-Store,Sports,Yoga Mat,9,904.92,0.0,0.0,8144.28,Cash,Sunita Rao,5
ORD10464,2025-06-01,Rohan Mehta,West,In-Store,Clothing,T-Shirt,1,810.65,0.0,0.0,810.65,Debit Card,Ravi Kumar,3
ORD10465,2025-06-02,Sophia White,Central,In-Store,Clothing,Jeans,4,732.0,20.0,585.6,2342.4,Bank Transfer,Kiran Desai,3
ORD10466,2025-06-02,Vikram Rao,West,Online,Groceries,Rice Bag,2,1737.48,20.0,694.99,2779.97,PayPal,Suresh Babu,4
ORD10467,2025-06-03,Rohan Mehta,East,Phone,Furniture,Office Chair,1,1929.56,20.0,385.91,1543.65,Cash,Vijay Anand,5
ORD10468,2025-06-03,Michael Brown,South,Phone,Sports,Bicycle,6,1150.05,10.0,690.03,6210.27,Bank Transfer,Kiran Desai,4
ORD10469,2025-06-03,Riya Chawla,East,In-Store,Furniture,Dining Table,2,595.87,0.0,0.0,1191.74,Bank Transfer,Sunita Rao,4
ORD10470,2025-06-03,Emily Johnson,Central,In-Store,Furniture,Dining Table,4,1456.27,5.0,291.25,5533.83,Bank Transfer,Sunita Rao,4
ORD10471,2025-06-05,James Taylor,West,Phone,Clothing,Jeans,8,1596.05,15.0,1915.26,10853.14,Cash,Manoj Tiwari,4
ORD10472,2025-06-05,Arjun Nair,North,Online,Furniture,Desk,9,1538.0,5.0,692.1,13149.9,Debit Card,Pallavi Shah,4
ORD10473,2025-06-05,Amit Malhotra,East,In-Store,Electronics,Tablet,8,458.22,20.0,733.15,2932.61,Credit Card,Kiran Desai,4
ORD10474,2025-06-06,Karan Verma,North,In-Store,Clothing,Jacket,3,839.67,0.0,0.0,2519.01,Credit Card,Suresh Babu,2
ORD10475,2025-06-06,Sanjay Kumar,East,In-Store,Groceries,Olive Oil,2,1591.95,0.0,0.0,3183.9,Credit Card,Manoj Tiwari,1
ORD10476,2025-06-06,Aarav Sharma,South,Phone,Groceries,Rice Bag,9,954.03,0.0,0.0,8586.27,Cash,Manoj Tiwari,5
ORD10477,2025-06-06,Olivia Anderson,East,In-Store,Furniture,Sofa,8,346.94,15.0,416.33,2359.19,Debit Card,Sunita Rao,3
ORD10478,2025-06-06,Michael Brown,South,In-Store,Furniture,Desk,7,970.73,5.0,339.76,6455.35,Credit Card,Manoj Tiwari,4
ORD10479,2025-06-06,Sanjay Kumar,East,In-Store,Furniture,Bookshelf,2,1434.13,10.0,286.83,2581.43,PayPal,Arun Prasad,5
ORD10480,2025-06-06,Aarav Sharma,North,Online,Electronics,Smartwatch,8,756.83,0.0,0.0,6054.64,Debit Card,Arun Prasad,4
ORD10481,2025-06-07,Karan Verma,North,In-Store,Furniture,Desk,4,548.88,0.0,0.0,2195.52,PayPal,Arun Prasad,5
ORD10482,2025-06-07,Daniel Thomas,Central,In-Store,Groceries,Cereal,9,1179.68,0.0,0.0,10617.12,Debit Card,Sunita Rao,4
ORD10483,2025-06-08,Ishita Gupta,West,In-Store,Electronics,Headphones,6,1757.64,15.0,1581.88,8963.96,PayPal,Anjali Nair,5
ORD10484,2025-06-08,Meera Iyer,West,In-Store,Electronics,Smartphone,8,374.53,5.0,149.81,2846.43,Credit Card,Vijay Anand,4
ORD10485,2025-06-08,Olivia Anderson,West,In-Store,Furniture,Dining Table,5,1693.26,5.0,423.31,8042.99,Cash,Vijay Anand,4
ORD10486,2025-06-08,Riya Chawla,South,Phone,Clothing,Jeans,3,1803.5,20.0,1082.1,4328.4,Cash,Manoj Tiwari,5
ORD10487,2025-06-09,Neha Joshi,South,Online,Furniture,Bookshelf,9,1296.8,15.0,1750.68,9920.52,Credit Card,Vijay Anand,4
ORD10488,2025-06-09,Sarah Davis,North,Phone,Furniture,Bookshelf,4,1204.14,5.0,240.83,4575.73,Debit Card,Manoj Tiwari,5
ORD10489,2025-06-09,Michael Brown,West,Online,Furniture,Desk,4,1429.34,10.0,571.74,5145.62,PayPal,Vijay Anand,4
ORD10490,2025-06-09,Laura Martinez,North,In-Store,Electronics,Tablet,4,1161.34,15.0,696.8,3948.56,PayPal,Vijay Anand,4
ORD10491,2025-06-09,Kavya Menon,South,Online,Groceries,Cereal,8,334.74,10.0,267.79,2410.13,Cash,Kiran Desai,4
ORD10492,2025-06-09,Sarah Davis,South,In-Store,Clothing,Sneakers,7,260.34,10.0,182.24,1640.14,Cash,Pallavi Shah,4
ORD10493,2025-06-09,Priya Patel,South,Phone,Sports,Dumbbells,3,1361.86,15.0,612.84,3472.74,Cash,Kiran Desai,4
ORD10494,2025-06-09,Rohan Mehta,East,In-Store,Clothing,Jeans,2,541.37,15.0,162.41,920.33,Bank Transfer,Arun Prasad,5
ORD10495,2025-06-10,Laura Martinez,Central,In-Store,Sports,Yoga Mat,3,573.99,0.0,0.0,1721.97,PayPal,Sunita Rao,4
ORD10496,2025-06-10,Daniel Thomas,North,Online,Furniture,Dining Table,9,454.51,20.0,818.12,3272.47,Bank Transfer,Anjali Nair,4
ORD10497,2025-06-11,Priya Patel,South,Online,Furniture,Sofa,2,1415.64,0.0,0.0,2831.28,Cash,Sunita Rao,4
ORD10498,2025-06-11,Daniel Thomas,South,In-Store,Sports,Bicycle,7,1510.3,0.0,0.0,10572.1,Debit Card,Ravi Kumar,4
ORD10499,2025-06-11,David Wilson,North,Phone,Clothing,Jacket,2,901.29,15.0,270.39,1532.19,Cash,Anjali Nair,4
ORD10500,2025-06-12,David Wilson,East,Online,Clothing,Jeans,1,1355.26,20.0,271.05,1084.21,Cash,Manoj Tiwari,5
ORD10501,2025-06-12,Ananya Singh,South,Phone,Clothing,Jeans,3,1362.07,15.0,612.93,3473.28,Bank Transfer,Pallavi Shah,4
ORD10502,2025-06-13,Pooja Reddy,North,Phone,Clothing,Dress,3,1574.61,0.0,0.0,4723.83,PayPal,Vijay Anand,2
ORD10503,2025-06-13,Aarav Sharma,North,In-Store,Groceries,Cereal,5,1122.43,20.0,1122.43,4489.72,Cash,Vijay Anand,5
ORD10504,2025-06-13,Sneha Desai,West,Phone,Sports,Dumbbells,5,1077.88,20.0,1077.88,4311.52,Cash,Deepa Rao,4
ORD10505,2025-06-13,Ananya Singh,East,Phone,Groceries,Olive Oil,7,1164.48,10.0,815.14,7336.22,Bank Transfer,Manoj Tiwari,5
ORD10506,2025-06-13,Neha Joshi,South,In-Store,Groceries,Chocolate Box,5,322.98,20.0,322.98,1291.92,Cash,Suresh Babu,3
ORD10507,2025-06-13,Ananya Singh,South,In-Store,Electronics,Monitor,8,1553.46,5.0,621.38,11806.3,Credit Card,Pallavi Shah,5
ORD10508,2025-06-14,Pooja Reddy,South,Phone,Electronics,Smartphone,3,804.76,5.0,120.71,2293.57,Debit Card,Arun Prasad,5
ORD10509,2025-06-14,Ishita Gupta,Central,Phone,Electronics,Tablet,2,534.79,20.0,213.92,855.66,Debit Card,Kiran Desai,2
ORD10510,2025-06-14,Rohan Mehta,East,Phone,Electronics,Laptop,6,1066.85,10.0,640.11,5760.99,PayPal,Arun Prasad,5
ORD10511,2025-06-15,Rahul Chatterjee,Central,In-Store,Electronics,Tablet,6,133.1,10.0,79.86,718.74,PayPal,Ravi Kumar,1
ORD10512,2025-06-15,Nikhil Bansal,South,Phone,Sports,Dumbbells,4,1622.41,20.0,1297.93,5191.71,Debit Card,Ravi Kumar,4
ORD10513,2025-06-15,John Smith,North,Phone,Furniture,Desk,6,1147.66,15.0,1032.89,5853.07,Credit Card,Sunita Rao,3
ORD10514,2025-06-15,Sarah Davis,East,Phone,Groceries,Olive Oil,1,285.29,15.0,42.79,242.5,Credit Card,Deepa Rao,5
ORD10515,2025-06-15,Sophia White,North,In-Store,Sports,Yoga Mat,6,418.9,15.0,377.01,2136.39,Credit Card,Suresh Babu,4
ORD10516,2025-06-16,Olivia Anderson,Central,Phone,Clothing,Jeans,7,1689.63,5.0,591.37,11236.04,Cash,Deepa Rao,4
ORD10517,2025-06-16,David Wilson,Central,Online,Furniture,Dining Table,3,1710.21,0.0,0.0,5130.63,Cash,Deepa Rao,4
ORD10518,2025-06-16,Riya Chawla,North,Online,Sports,Yoga Mat,9,551.77,10.0,496.59,4469.34,Cash,Manoj Tiwari,5
ORD10519,2025-06-17,Michael Brown,Central,In-Store,Sports,Bicycle,3,1993.07,5.0,298.96,5680.25,Cash,Sunita Rao,4
ORD10520,2025-06-18,Sophia White,Central,Online,Clothing,Dress,5,1300.86,20.0,1300.86,5203.44,PayPal,Arun Prasad,5
ORD10521,2025-06-19,Daniel Thomas,East,Phone,Furniture,Bookshelf,2,1750.03,0.0,0.0,3500.06,Cash,Ravi Kumar,4
ORD10522,2025-06-19,Meera Iyer,East,Online,Sports,Bicycle,3,1437.55,10.0,431.26,3881.39,Debit Card,Vijay Anand,3
ORD10523,2025-06-20,John Smith,Central,In-Store,Groceries,Rice Bag,8,367.71,20.0,588.34,2353.34,Cash,Deepa Rao,4
ORD10524,2025-06-21,Aditya Bose,East,Online,Sports,Dumbbells,7,609.92,20.0,853.89,3415.55,Bank Transfer,Sunita Rao,5
ORD10525,2025-06-21,Daniel Thomas,East,Phone,Clothing,Jeans,5,210.67,5.0,52.67,1000.68,Credit Card,Ravi Kumar,5
ORD10526,2025-06-21,Olivia Anderson,East,Phone,Groceries,Rice Bag,5,1705.6,0.0,0.0,8528.0,Bank Transfer,Ravi Kumar,4
ORD10527,2025-06-21,Riya Chawla,South,In-Store,Clothing,Jacket,6,813.37,10.0,488.02,4392.2,Debit Card,Arun Prasad,1
ORD10528,2025-06-21,Riya Chawla,West,In-Store,Electronics,Headphones,6,834.34,10.0,500.6,4505.44,Cash,Kiran Desai,4
ORD10529,2025-06-21,Olivia Anderson,East,Phone,Furniture,Office Chair,5,893.55,20.0,893.55,3574.2,Cash,Suresh Babu,5
ORD10530,2025-06-22,Meera Iyer,North,Phone,Groceries,Olive Oil,3,1643.96,10.0,493.19,4438.69,Bank Transfer,Vijay Anand,5
ORD10531,2025-06-22,Sophia White,West,Phone,Furniture,Sofa,6,1070.71,0.0,0.0,6424.26,Bank Transfer,Anjali Nair,5
ORD10532,2025-06-22,John Smith,East,Online,Electronics,Smartphone,2,811.74,5.0,81.17,1542.31,PayPal,Deepa Rao,5
ORD10533,2025-06-22,Rahul Chatterjee,West,Phone,Clothing,Dress,9,1349.03,15.0,1821.19,10320.08,Bank Transfer,Kiran Desai,3
ORD10534,2025-06-22,Karan Verma,Central,In-Store,Sports,Yoga Mat,4,1732.36,0.0,0.0,6929.44,Credit Card,Ravi Kumar,4
ORD10535,2025-06-22,Laura Martinez,East,Online,Sports,Bicycle,2,1505.55,0.0,0.0,3011.1,Bank Transfer,Kiran Desai,2
ORD10536,2025-06-23,Nikhil Bansal,South,Online,Groceries,Coffee,5,892.48,0.0,0.0,4462.4,Debit Card,Ravi Kumar,4
ORD10537,2025-06-23,Olivia Anderson,Central,Phone,Electronics,Smartwatch,2,1207.33,5.0,120.73,2293.93,PayPal,Pallavi Shah,5
ORD10538,2025-06-23,Rohan Mehta,South,Online,Sports,Running Shoes,7,1920.93,0.0,0.0,13446.51,PayPal,Anjali Nair,5
ORD10539,2025-06-24,Karan Verma,East,Phone,Groceries,Cereal,9,564.8,20.0,1016.64,4066.56,PayPal,Manoj Tiwari,5
ORD10540,2025-06-24,Priya Patel,South,Phone,Electronics,Tablet,6,1952.15,10.0,1171.29,10541.61,Credit Card,Manoj Tiwari,4
ORD10541,2025-06-24,Priya Patel,Central,In-Store,Furniture,Office Chair,2,411.32,0.0,0.0,822.64,Credit Card,Ravi Kumar,4
ORD10542,2025-06-24,Ananya Singh,West,Phone,Sports,Tennis Racket,5,1751.64,0.0,0.0,8758.2,Credit Card,Pallavi Shah,4
ORD10543,2025-06-24,Sneha Desai,North,In-Store,Clothing,Sneakers,3,1230.3,15.0,553.63,3137.27,Cash,Manoj Tiwari,4
ORD10544,2025-06-24,James Taylor,Central,Phone,Clothing,Jacket,6,294.34,5.0,88.3,1677.74,Bank Transfer,Manoj Tiwari,2
ORD10545,2025-06-25,Nikhil Bansal,Central,In-Store,Sports,Bicycle,1,156.88,0.0,0.0,156.88,Bank Transfer,Arun Prasad,4
ORD10546,2025-06-25,Kavya Menon,West,Phone,Furniture,Bookshelf,2,1888.81,20.0,755.52,3022.1,PayPal,Arun Prasad,5
ORD10547,2025-06-26,Riya Chawla,North,Phone,Sports,Running Shoes,2,1266.37,10.0,253.27,2279.47,Credit Card,Pallavi Shah,3
ORD10548,2025-06-26,Priya Patel,North,In-Store,Clothing,Sneakers,1,1263.41,10.0,126.34,1137.07,Debit Card,Pallavi Shah,4
ORD10549,2025-06-27,Laura Martinez,South,Phone,Furniture,Sofa,2,1949.93,0.0,0.0,3899.86,Cash,Ravi Kumar,3
ORD10550,2025-06-27,Arjun Nair,South,Online,Furniture,Dining Table,2,131.43,10.0,26.29,236.57,Bank Transfer,Ravi Kumar,3
ORD10551,2025-06-27,Sarah Davis,Central,In-Store,Clothing,T-Shirt,5,1690.94,0.0,0.0,8454.7,Cash,Vijay Anand,4
ORD10552,2025-06-27,Arjun Nair,Central,Online,Furniture,Office Chair,3,312.02,15.0,140.41,795.65,Credit Card,Deepa Rao,4
ORD10553,2025-06-27,Aarav Sharma,Central,In-Store,Sports,Dumbbells,7,1055.56,5.0,369.45,7019.47,Debit Card,Vijay Anand,5
ORD10554,2025-06-27,Aditya Bose,South,Online,Clothing,T-Shirt,2,1337.51,5.0,133.75,2541.27,PayPal,Sunita Rao,4
ORD10555,2025-06-27,Amit Malhotra,North,In-Store,Groceries,Rice Bag,2,1644.55,15.0,493.37,2795.73,Credit Card,Suresh Babu,5
ORD10556,2025-06-28,Riya Chawla,North,Phone,Groceries,Chocolate Box,1,233.44,20.0,46.69,186.75,Bank Transfer,Deepa Rao,5
ORD10557,2025-06-28,David Wilson,East,In-Store,Groceries,Olive Oil,2,797.77,0.0,0.0,1595.54,Debit Card,Anjali Nair,5
ORD10558,2025-06-29,Riya Chawla,North,Online,Sports,Yoga Mat,2,1688.77,20.0,675.51,2702.03,Debit Card,Suresh Babu,5
ORD10559,2025-06-29,Sarah Davis,Central,Online,Electronics,Headphones,5,1602.96,0.0,0.0,8014.8,Bank Transfer,Kiran Desai,3
ORD10560,2025-06-30,Daniel Thomas,South,Online,Sports,Dumbbells,1,983.17,20.0,196.63,786.54,Credit Card,Kiran Desai,4
ORD10561,2025-06-30,David Wilson,West,In-Store,Groceries,Chocolate Box,1,1287.42,0.0,0.0,1287.42,Cash,Pallavi Shah,5
ORD10562,2025-06-30,Neha Joshi,North,Phone,Electronics,Headphones,5,405.1,0.0,0.0,2025.5,Credit Card,Manoj Tiwari,2
ORD10563,2025-06-30,Michael Brown,South,Phone,Groceries,Olive Oil,7,1435.66,20.0,2009.92,8039.7,Cash,Sunita Rao,3
ORD10564,2025-06-30,Vikram Rao,East,In-Store,Clothing,T-Shirt,4,1895.33,0.0,0.0,7581.32,Debit Card,Anjali Nair,4
